x,y1,y2,y3,y4
8092,1.088032,0.521080,0.342572,0.255161
8102,1.088150,0.521107,0.342584,0.255168
8112,1.088268,0.521134,0.342596,0.255174
8122,1.088387,0.521162,0.342608,0.255181
8132,1.088505,0.521189,0.342619,0.255187
8142,1.088624,0.521216,0.342631,0.255194
8152,1.088742,0.521243,0.342643,0.255200
8162,1.088861,0.521270,0.342655,0.255207
8172,1.088980,0.521297,0.342666,0.255213
8182,1.089098,0.521325,0.342678,0.255220
8192,1.089217,1.042704,1.042104,1.042096
